p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
9.98558040596746e-42,7.122708234163,0.599,0.134,4.99279020298373e-38,Sweat gland cells,ZG16B
2.91660935798864e-205,7.11357326239535,0.692,0.06,1.45830467899432e-201,T-cells,SYTL3
0,7.10115018933139,0.746,0.017,0,Fibroblasts,FBLN5
6.54169611873098e-267,7.08299518946353,0.773,0.043,3.27084805936549e-263,T-cells,PTPRC
3.3226237217126e-281,7.072942798512,0.791,0.123,1.6613118608563e-277,T-cells,BATF
3.55550329470761e-215,7.06779068854804,0.581,0.224,1.7777516473538e-211,Myofibroblasts,ADAMTS1
3.39681433548301e-33,7.06666888962877,0.632,0.057,1.69840716774151e-29,Neural cells,L1CAM
5.12609745858611e-51,7.05562077613346,0.772,0.122,2.56304872929306e-47,Melanocytes,EVA1A
3.22937581073851e-25,7.04654706152735,0.683,0.103,1.61468790536926e-21,Melanocytes,TFAP2B
7.52665258837323e-05,7.04531425256681,0.409,0.094,0.376332629418662,Undifferentiated Keratinocytes,C1QTNF12
2.09778921486148e-195,7.04084107418908,0.692,0.047,1.04889460743074e-191,Macrophages,KYNU
0.00206764688398319,7.0327901576482,0.318,0.076,1,Differentiated Keratinocytes,CNFN
4.02243846089347e-42,7.00281319524366,0.74,0.126,2.01121923044674e-38,Melanocytes,HAGHL
8.36874011894265e-253,6.9975292470052,0.736,0.054,4.18437005947133e-249,T-cells,MYO1G
6.41553680899582e-24,6.9732537016433,0.637,0.206,3.20776840449791e-20,Neural cells,SCCPDH
1.6064421920923e-239,6.96369126003727,0.398,0.032,8.03221096046151e-236,Myofibroblasts,SYNM
4.13079946207686e-279,6.95799633139837,0.764,0.064,2.06539973103843e-275,T-cells,IKZF1
0,6.95415054207934,0.662,0.125,0,Fibroblasts,IGFBP4
4.31657071071099e-153,6.9488167797556,0.8,0.169,2.15828535535549e-149,Sweat gland cells,KRT8
0,6.94639146930398,0.856,0.044,0,T-cells,ALOX5AP
2.78602291825818e-166,6.9402012803184,0.391,0.006,1.39301145912909e-162,Fibroblasts,OMD
2.27448387666763e-146,6.93711650908553,0.806,0.191,1.13724193833382e-142,Sweat gland cells,KRT18
3.91934155944387e-212,6.92973567571503,0.904,0.23,1.95967077972193e-208,Sweat gland cells,TESC
2.31974875806136e-254,6.92863836589408,0.757,0.03,1.15987437903068e-250,T-cells,IL7R
1.25451024692537e-40,6.92183920169412,0.78,0.242,6.27255123462687e-37,Melanocytes,AIF1L
0,6.91022902964585,0.762,0.106,0,Differentiated Keratinocytes,TINCR
6.30948674296717e-41,6.90389884489447,0.797,0.234,3.15474337148359e-37,Melanocytes,PCSK1N
8.69338165239889e-65,6.896747047063,0.393,0.079,4.34669082619945e-61,Differentiated Keratinocytes,CLIC3
1.00735638125816e-55,6.88966942494963,0.711,0.094,5.03678190629079e-52,Neural cells,SLITRK6
7.76334500866209e-157,6.88586428843612,0.677,0.095,3.88167250433104e-153,T-cells,LAT
0,6.88377968866381,0.727,0.133,0,Myofibroblasts,PTP4A3
2.34090410612045e-173,6.88295114373222,0.688,0.107,1.17045205306023e-169,Macrophages,SERPINB9
0,6.87077841270731,0.58,0.06,0,Fibroblasts,IGFBP6
