"","Rambow_2018_Mitosis","Rambow_2018_Pigmentation","Rambow_2018_Invasion","Rambow_2018_Neuro","Rambow_2018_MITF_Targets","Rambow_2018_Hypometabolic","Kauffmann_2008_DNA_Repair","Kauffmann_2008_DNA_Replication","Tirosh_2016_AXL","Widmer_2012_Invasive","Widmer_2012_Proliferative","Jeffs_2009_Invasive","Jeffs_2009_Proliferation","Verfaillie_2015_TEAD_Targets","Verfaillie_2015_Invasive","Verfaillie_2015_Proliferative","McNeal_2021_PMA","McNeal_2021_EDN1","Tirosh_2016_MITF","Hoek_2008_MITF_Targets","Tsoi_2018_Undifferentiated","Tsoi_2018_Neural_Crest","Tsoi_2018_Transitory","Tsoi_2018_Melanocytic","Ryu_2011_BRAFV600E_Targets","Belote_2021_Vmel","Belote_2021_Cmel","Andrews_2022_MEL","Andrews_2022_MES","Andrews_2022_NPLAS_Up","Andrews_2022_NPLAS_Down","Belote_2021_ADT","Belote_2021_MSC","Riesenberg_2015_TNF_Response","Wouters_2020_Intermediate","Wouters_2020_Mesenchymal","Wouters_2020_Melanocytic","Hoek_2006_Proliferative","Hoek_2006_Invasive"
"562","","","","","","","","","","","","","","","DRAP1","CTB-151G24.1","","","","","","","","","","","","","","","","","","","","","","",""
"563","","","","","","","","","","","","","","","NR2F2","TC2N","","","","","","","","","","","","","","","","","","","","","","",""
"564","","","","","","","","","","","","","","","ANKRD13A","SLC16A6","","","","","","","","","","","","","","","","","","","","","","",""
"565","","","","","","","","","","","","","","","PDLIM7","RP11-143A12.3","","","","","","","","","","","","","","","","","","","","","","",""
"566","","","","","","","","","","","","","","","RAB23","LINC00518","","","","","","","","","","","","","","","","","","","","","","",""
"567","","","","","","","","","","","","","","","ST6GALNAC4","MFI2","","","","","","","","","","","","","","","","","","","","","","",""
"568","","","","","","","","","","","","","","","CITED2","PRODH","","","","","","","","","","","","","","","","","","","","","","",""
"569","","","","","","","","","","","","","","","NME7","GOLGA7B","","","","","","","","","","","","","","","","","","","","","","",""
"570","","","","","","","","","","","","","","","CYLD","POU3F1","","","","","","","","","","","","","","","","","","","","","","",""
"571","","","","","","","","","","","","","","","AQP1","CDH3","","","","","","","","","","","","","","","","","","","","","","",""
"572","","","","","","","","","","","","","","","PVRL2","GPM6A","","","","","","","","","","","","","","","","","","","","","","",""
"573","","","","","","","","","","","","","","","RASA3","NR4A3","","","","","","","","","","","","","","","","","","","","","","",""
"574","","","","","","","","","","","","","","","PLCB3","MAPT","","","","","","","","","","","","","","","","","","","","","","",""
"575","","","","","","","","","","","","","","","RAPH1","LARGE","","","","","","","","","","","","","","","","","","","","","","",""
"576","","","","","","","","","","","","","","","PLK2","LRP2","","","","","","","","","","","","","","","","","","","","","","",""
"577","","","","","","","","","","","","","","","FEZ2","LPL","","","","","","","","","","","","","","","","","","","","","","",""
"578","","","","","","","","","","","","","","","ARL4D","TMPRSS5","","","","","","","","","","","","","","","","","","","","","","",""
"579","","","","","","","","","","","","","","","FTSJ3","RLBP1","","","","","","","","","","","","","","","","","","","","","","",""
"580","","","","","","","","","","","","","","","TAP1","GNG7","","","","","","","","","","","","","","","","","","","","","","",""
"581","","","","","","","","","","","","","","","PMAIP1","ACP5","","","","","","","","","","","","","","","","","","","","","","",""
"582","","","","","","","","","","","","","","","FBLN2","RP11-93B14.5","","","","","","","","","","","","","","","","","","","","","","",""
"583","","","","","","","","","","","","","","","PARP3","FAM167B","","","","","","","","","","","","","","","","","","","","","","",""
"584","","","","","","","","","","","","","","","ELK3","EDNRB","","","","","","","","","","","","","","","","","","","","","","",""
"585","","","","","","","","","","","","","","","TRIM21","TMC6","","","","","","","","","","","","","","","","","","","","","","",""
"586","","","","","","","","","","","","","","","ING2","LINC00426","","","","","","","","","","","","","","","","","","","","","","",""
"587","","","","","","","","","","","","","","","DPF1","CA8","","","","","","","","","","","","","","","","","","","","","","",""
"588","","","","","","","","","","","","","","","MYL6","MYO16","","","","","","","","","","","","","","","","","","","","","","",""
"589","","","","","","","","","","","","","","","TFE3","ST3GAL6","","","","","","","","","","","","","","","","","","","","","","",""
"590","","","","","","","","","","","","","","","SH3RF1","CITED1","","","","","","","","","","","","","","","","","","","","","","",""
"591","","","","","","","","","","","","","","","SLC10A3","RASGEF1A","","","","","","","","","","","","","","","","","","","","","","",""
"592","","","","","","","","","","","","","","","RRAS2","AC009784.3","","","","","","","","","","","","","","","","","","","","","","",""
"593","","","","","","","","","","","","","","","PDLIM5","DAPK1","","","","","","","","","","","","","","","","","","","","","","",""
"594","","","","","","","","","","","","","","","LASP1","KIT","","","","","","","","","","","","","","","","","","","","","","",""
"595","","","","","","","","","","","","","","","HSPA5","GYG2","","","","","","","","","","","","","","","","","","","","","","",""
"596","","","","","","","","","","","","","","","EFHD2","PLEKHB1","","","","","","","","","","","","","","","","","","","","","","",""
"597","","","","","","","","","","","","","","","ATG7","AP000479.1","","","","","","","","","","","","","","","","","","","","","","",""
"598","","","","","","","","","","","","","","","NR3C1","TMPRSS13","","","","","","","","","","","","","","","","","","","","","","",""
"599","","","","","","","","","","","","","","","KLF10","NUP210","","","","","","","","","","","","","","","","","","","","","","",""
"600","","","","","","","","","","","","","","","ITGB1","ALDH1A2","","","","","","","","","","","","","","","","","","","","","","",""
"601","","","","","","","","","","","","","","","SOCS5","ZNF536","","","","","","","","","","","","","","","","","","","","","","",""
"602","","","","","","","","","","","","","","","MAP3K14","FAM19A5","","","","","","","","","","","","","","","","","","","","","","",""
"603","","","","","","","","","","","","","","","CDKN2A","RGS1","","","","","","","","","","","","","","","","","","","","","","",""
"604","","","","","","","","","","","","","","","EXT1","NKX2-5","","","","","","","","","","","","","","","","","","","","","","",""
"605","","","","","","","","","","","","","","","PNPLA2","OPLAH","","","","","","","","","","","","","","","","","","","","","","",""
"606","","","","","","","","","","","","","","","LAMB2","TSPAN7","","","","","","","","","","","","","","","","","","","","","","",""
"607","","","","","","","","","","","","","","","KANK2","KDR","","","","","","","","","","","","","","","","","","","","","","",""
"608","","","","","","","","","","","","","","","C9orf37","PLEKHH1","","","","","","","","","","","","","","","","","","","","","","",""
"609","","","","","","","","","","","","","","","HYI","SBK1","","","","","","","","","","","","","","","","","","","","","","",""
"610","","","","","","","","","","","","","","","GNAI2","FAM155B","","","","","","","","","","","","","","","","","","","","","","",""
"611","","","","","","","","","","","","","","","LOXL4","ITGA9","","","","","","","","","","","","","","","","","","","","","","",""
"612","","","","","","","","","","","","","","","DNMBP","BEST1","","","","","","","","","","","","","","","","","","","","","","",""
"613","","","","","","","","","","","","","","","PINK1","KCNAB2","","","","","","","","","","","","","","","","","","","","","","",""
"614","","","","","","","","","","","","","","","HDGF","RP11-2E17.1","","","","","","","","","","","","","","","","","","","","","","",""
"615","","","","","","","","","","","","","","","SLC38A2","MAGEB2","","","","","","","","","","","","","","","","","","","","","","",""
"616","","","","","","","","","","","","","","","ODF2","RP13-735L24.1","","","","","","","","","","","","","","","","","","","","","","",""
"617","","","","","","","","","","","","","","","EHBP1L1","TUBB8P7","","","","","","","","","","","","","","","","","","","","","","",""
"618","","","","","","","","","","","","","","","SLC16A1","CPVL","","","","","","","","","","","","","","","","","","","","","","",""
"619","","","","","","","","","","","","","","","KCTD1","DENND1C","","","","","","","","","","","","","","","","","","","","","","",""
"620","","","","","","","","","","","","","","","TCEAL3","MOB3B","","","","","","","","","","","","","","","","","","","","","","",""
"621","","","","","","","","","","","","","","","MLTK","ST8SIA6","","","","","","","","","","","","","","","","","","","","","","",""
"622","","","","","","","","","","","","","","","TMSB10","WIPF3","","","","","","","","","","","","","","","","","","","","","","",""
"623","","","","","","","","","","","","","","","CSNK2B","PRSS33","","","","","","","","","","","","","","","","","","","","","","",""
"624","","","","","","","","","","","","","","","MCFD2","CNTN1","","","","","","","","","","","","","","","","","","","","","","",""
"625","","","","","","","","","","","","","","","PML","CCDC64","","","","","","","","","","","","","","","","","","","","","","",""
"626","","","","","","","","","","","","","","","MYH9","APOD","","","","","","","","","","","","","","","","","","","","","","",""
"627","","","","","","","","","","","","","","","PLIN3","NRG3","","","","","","","","","","","","","","","","","","","","","","",""
"628","","","","","","","","","","","","","","","SYDE1","RP3-395M20.7","","","","","","","","","","","","","","","","","","","","","","",""
"629","","","","","","","","","","","","","","","OXSR1","AC009499.1","","","","","","","","","","","","","","","","","","","","","","",""
"630","","","","","","","","","","","","","","","SHISA5","PPP1R14C","","","","","","","","","","","","","","","","","","","","","","",""
"631","","","","","","","","","","","","","","","PPP4R1","CAPN3","","","","","","","","","","","","","","","","","","","","","","",""
"632","","","","","","","","","","","","","","","NOTCH2","SOX6","","","","","","","","","","","","","","","","","","","","","","",""
"633","","","","","","","","","","","","","","","TOR1B","MBP","","","","","","","","","","","","","","","","","","","","","","",""
"634","","","","","","","","","","","","","","","RPL23AP79","ISM1","","","","","","","","","","","","","","","","","","","","","","",""
"635","","","","","","","","","","","","","","","SIAH2","MITF","","","","","","","","","","","","","","","","","","","","","","",""
"636","","","","","","","","","","","","","","","SPIN1","CACNA1H","","","","","","","","","","","","","","","","","","","","","","",""
"637","","","","","","","","","","","","","","","SRF","RP4-718J7.4","","","","","","","","","","","","","","","","","","","","","","",""
"638","","","","","","","","","","","","","","","ZNF865","MGAT4A","","","","","","","","","","","","","","","","","","","","","","",""
"639","","","","","","","","","","","","","","","PSME1","CPB2-AS1","","","","","","","","","","","","","","","","","","","","","","",""
"640","","","","","","","","","","","","","","","VASP","LRRC4B","","","","","","","","","","","","","","","","","","","","","","",""
"641","","","","","","","","","","","","","","","CTTNBP2NL","EXTL1","","","","","","","","","","","","","","","","","","","","","","",""
"642","","","","","","","","","","","","","","","FCF1","SOX8","","","","","","","","","","","","","","","","","","","","","","",""
"643","","","","","","","","","","","","","","","","CRYAB","","","","","","","","","","","","","","","","","","","","","","",""
"644","","","","","","","","","","","","","","","","ROPN1B","","","","","","","","","","","","","","","","","","","","","","",""
"645","","","","","","","","","","","","","","","","SYT3","","","","","","","","","","","","","","","","","","","","","","",""
"646","","","","","","","","","","","","","","","","SGCA","","","","","","","","","","","","","","","","","","","","","","",""
"647","","","","","","","","","","","","","","","","NAT8L","","","","","","","","","","","","","","","","","","","","","","",""
"648","","","","","","","","","","","","","","","","RP11-509E16.1","","","","","","","","","","","","","","","","","","","","","","",""
"649","","","","","","","","","","","","","","","","PMP2","","","","","","","","","","","","","","","","","","","","","","",""
"650","","","","","","","","","","","","","","","","NMRK2","","","","","","","","","","","","","","","","","","","","","","",""
"651","","","","","","","","","","","","","","","","AC004988.1","","","","","","","","","","","","","","","","","","","","","","",""
"652","","","","","","","","","","","","","","","","GSTT1","","","","","","","","","","","","","","","","","","","","","","",""
"653","","","","","","","","","","","","","","","","LINC00589","","","","","","","","","","","","","","","","","","","","","","",""
"654","","","","","","","","","","","","","","","","RP11-189B4.6","","","","","","","","","","","","","","","","","","","","","","",""
"655","","","","","","","","","","","","","","","","TYRP1","","","","","","","","","","","","","","","","","","","","","","",""
"656","","","","","","","","","","","","","","","","FAM189A2","","","","","","","","","","","","","","","","","","","","","","",""
"657","","","","","","","","","","","","","","","","ALDH3B2","","","","","","","","","","","","","","","","","","","","","","",""
"658","","","","","","","","","","","","","","","","RP11-161M6.2","","","","","","","","","","","","","","","","","","","","","","",""
"659","","","","","","","","","","","","","","","","RAB33A","","","","","","","","","","","","","","","","","","","","","","",""
"660","","","","","","","","","","","","","","","","ZDHHC11B","","","","","","","","","","","","","","","","","","","","","","",""
"661","","","","","","","","","","","","","","","","ROBO2","","","","","","","","","","","","","","","","","","","","","","",""
"662","","","","","","","","","","","","","","","","SLC35F1","","","","","","","","","","","","","","","","","","","","","","",""
"663","","","","","","","","","","","","","","","","RRAGD","","","","","","","","","","","","","","","","","","","","","","",""
"664","","","","","","","","","","","","","","","","LINGO1","","","","","","","","","","","","","","","","","","","","","","",""
"665","","","","","","","","","","","","","","","","RP11-290F20.3","","","","","","","","","","","","","","","","","","","","","","",""
"666","","","","","","","","","","","","","","","","HSPB8","","","","","","","","","","","","","","","","","","","","","","",""
"667","","","","","","","","","","","","","","","","RP11-669N7.2","","","","","","","","","","","","","","","","","","","","","","",""
"668","","","","","","","","","","","","","","","","RP3-332B22.1","","","","","","","","","","","","","","","","","","","","","","",""
"669","","","","","","","","","","","","","","","","CACNA1D","","","","","","","","","","","","","","","","","","","","","","",""
"670","","","","","","","","","","","","","","","","SAMD5","","","","","","","","","","","","","","","","","","","","","","",""
"671","","","","","","","","","","","","","","","","GFPT2","","","","","","","","","","","","","","","","","","","","","","",""
"672","","","","","","","","","","","","","","","","ITGAX","","","","","","","","","","","","","","","","","","","","","","",""
"673","","","","","","","","","","","","","","","","CPN1","","","","","","","","","","","","","","","","","","","","","","",""
"674","","","","","","","","","","","","","","","","RP11-726G1.1","","","","","","","","","","","","","","","","","","","","","","",""
"675","","","","","","","","","","","","","","","","MSI1","","","","","","","","","","","","","","","","","","","","","","",""
"676","","","","","","","","","","","","","","","","TNRC6C-AS1","","","","","","","","","","","","","","","","","","","","","","",""
"677","","","","","","","","","","","","","","","","LGI3","","","","","","","","","","","","","","","","","","","","","","",""
"678","","","","","","","","","","","","","","","","MLIP","","","","","","","","","","","","","","","","","","","","","","",""
"679","","","","","","","","","","","","","","","","TUBB4A","","","","","","","","","","","","","","","","","","","","","","",""
"680","","","","","","","","","","","","","","","","COBL","","","","","","","","","","","","","","","","","","","","","","",""
"681","","","","","","","","","","","","","","","","LHFPL3-AS1","","","","","","","","","","","","","","","","","","","","","","",""
"682","","","","","","","","","","","","","","","","LINC00488","","","","","","","","","","","","","","","","","","","","","","",""
"683","","","","","","","","","","","","","","","","RP11-557H15.2","","","","","","","","","","","","","","","","","","","","","","",""
"684","","","","","","","","","","","","","","","","GALNT3","","","","","","","","","","","","","","","","","","","","","","",""
"685","","","","","","","","","","","","","","","","S100B","","","","","","","","","","","","","","","","","","","","","","",""
"686","","","","","","","","","","","","","","","","AC002511.1","","","","","","","","","","","","","","","","","","","","","","",""
"687","","","","","","","","","","","","","","","","SORBS1","","","","","","","","","","","","","","","","","","","","","","",""
"688","","","","","","","","","","","","","","","","IGF1","","","","","","","","","","","","","","","","","","","","","","",""
"689","","","","","","","","","","","","","","","","ADCY2","","","","","","","","","","","","","","","","","","","","","","",""
"690","","","","","","","","","","","","","","","","DLGAP1","","","","","","","","","","","","","","","","","","","","","","",""
"691","","","","","","","","","","","","","","","","SFTPC","","","","","","","","","","","","","","","","","","","","","","",""
"692","","","","","","","","","","","","","","","","HILS1","","","","","","","","","","","","","","","","","","","","","","",""
"693","","","","","","","","","","","","","","","","PLXNC1","","","","","","","","","","","","","","","","","","","","","","",""
"694","","","","","","","","","","","","","","","","MYH14","","","","","","","","","","","","","","","","","","","","","","",""
"695","","","","","","","","","","","","","","","","AC145110.1","","","","","","","","","","","","","","","","","","","","","","",""
"696","","","","","","","","","","","","","","","","PLA1A","","","","","","","","","","","","","","","","","","","","","","",""
"697","","","","","","","","","","","","","","","","GLB1L2","","","","","","","","","","","","","","","","","","","","","","",""
"698","","","","","","","","","","","","","","","","CHL1","","","","","","","","","","","","","","","","","","","","","","",""
"699","","","","","","","","","","","","","","","","GAPDHS","","","","","","","","","","","","","","","","","","","","","","",""
"700","","","","","","","","","","","","","","","","CTNNA2","","","","","","","","","","","","","","","","","","","","","","",""
"701","","","","","","","","","","","","","","","","RP11-599J14.2","","","","","","","","","","","","","","","","","","","","","","",""
"702","","","","","","","","","","","","","","","","SHE","","","","","","","","","","","","","","","","","","","","","","",""
"703","","","","","","","","","","","","","","","","CTD-2207A17.1","","","","","","","","","","","","","","","","","","","","","","",""
"704","","","","","","","","","","","","","","","","RP11-1055B8.3","","","","","","","","","","","","","","","","","","","","","","",""
"705","","","","","","","","","","","","","","","","RP11-104E19.1","","","","","","","","","","","","","","","","","","","","","","",""
"706","","","","","","","","","","","","","","","","AC096559.1","","","","","","","","","","","","","","","","","","","","","","",""
"707","","","","","","","","","","","","","","","","FXYD3","","","","","","","","","","","","","","","","","","","","","","",""
"708","","","","","","","","","","","","","","","","HPGD","","","","","","","","","","","","","","","","","","","","","","",""
"709","","","","","","","","","","","","","","","","MMP8","","","","","","","","","","","","","","","","","","","","","","",""
"710","","","","","","","","","","","","","","","","IRX6","","","","","","","","","","","","","","","","","","","","","","",""
"711","","","","","","","","","","","","","","","","RP11-347E10.1","","","","","","","","","","","","","","","","","","","","","","",""
"712","","","","","","","","","","","","","","","","GJB1","","","","","","","","","","","","","","","","","","","","","","",""
"713","","","","","","","","","","","","","","","","GPR143","","","","","","","","","","","","","","","","","","","","","","",""
"714","","","","","","","","","","","","","","","","PLP1","","","","","","","","","","","","","","","","","","","","","","",""
"715","","","","","","","","","","","","","","","","CDH19","","","","","","","","","","","","","","","","","","","","","","",""
"716","","","","","","","","","","","","","","","","IL16","","","","","","","","","","","","","","","","","","","","","","",""
"717","","","","","","","","","","","","","","","","MPPED2","","","","","","","","","","","","","","","","","","","","","","",""
"718","","","","","","","","","","","","","","","","RP11-252C15.1","","","","","","","","","","","","","","","","","","","","","","",""
"719","","","","","","","","","","","","","","","","CDH1","","","","","","","","","","","","","","","","","","","","","","",""
"720","","","","","","","","","","","","","","","","C10orf90","","","","","","","","","","","","","","","","","","","","","","",""
"721","","","","","","","","","","","","","","","","APOE","","","","","","","","","","","","","","","","","","","","","","",""
"722","","","","","","","","","","","","","","","","ITIH5","","","","","","","","","","","","","","","","","","","","","","",""
"723","","","","","","","","","","","","","","","","OCA2","","","","","","","","","","","","","","","","","","","","","","",""
"724","","","","","","","","","","","","","","","","MAF","","","","","","","","","","","","","","","","","","","","","","",""
"725","","","","","","","","","","","","","","","","FAM69C","","","","","","","","","","","","","","","","","","","","","","",""
"726","","","","","","","","","","","","","","","","RP4-529N6.1","","","","","","","","","","","","","","","","","","","","","","",""
"727","","","","","","","","","","","","","","","","SOX10","","","","","","","","","","","","","","","","","","","","","","",""
"728","","","","","","","","","","","","","","","","FRMD4B","","","","","","","","","","","","","","","","","","","","","","",""
"729","","","","","","","","","","","","","","","","ERBB3","","","","","","","","","","","","","","","","","","","","","","",""
"730","","","","","","","","","","","","","","","","SEMA6A","","","","","","","","","","","","","","","","","","","","","","",""
"731","","","","","","","","","","","","","","","","MCF2L","","","","","","","","","","","","","","","","","","","","","","",""
"732","","","","","","","","","","","","","","","","MAPK4","","","","","","","","","","","","","","","","","","","","","","",""
"733","","","","","","","","","","","","","","","","FAM174B","","","","","","","","","","","","","","","","","","","","","","",""
"734","","","","","","","","","","","","","","","","SLC38A8","","","","","","","","","","","","","","","","","","","","","","",""
"735","","","","","","","","","","","","","","","","MYO1D","","","","","","","","","","","","","","","","","","","","","","",""
"736","","","","","","","","","","","","","","","","LINC00520","","","","","","","","","","","","","","","","","","","","","","",""
"737","","","","","","","","","","","","","","","","NSG1","","","","","","","","","","","","","","","","","","","","","","",""
"738","","","","","","","","","","","","","","","","IGSF11","","","","","","","","","","","","","","","","","","","","","","",""
"739","","","","","","","","","","","","","","","","C20orf26","","","","","","","","","","","","","","","","","","","","","","",""
"740","","","","","","","","","","","","","","","","HRK","","","","","","","","","","","","","","","","","","","","","","",""
"741","","","","","","","","","","","","","","","","PAEP","","","","","","","","","","","","","","","","","","","","","","",""
"742","","","","","","","","","","","","","","","","SLC45A2","","","","","","","","","","","","","","","","","","","","","","",""
"743","","","","","","","","","","","","","","","","TRIM51","","","","","","","","","","","","","","","","","","","","","","",""
"744","","","","","","","","","","","","","","","","ATP10A","","","","","","","","","","","","","","","","","","","","","","",""
"745","","","","","","","","","","","","","","","","ROPN1","","","","","","","","","","","","","","","","","","","","","","",""
"746","","","","","","","","","","","","","","","","COL9A3","","","","","","","","","","","","","","","","","","","","","","",""
"747","","","","","","","","","","","","","","","","SCML4","","","","","","","","","","","","","","","","","","","","","","",""
"748","","","","","","","","","","","","","","","","RP11-429E11.2","","","","","","","","","","","","","","","","","","","","","","",""
"749","","","","","","","","","","","","","","","","GAS7","","","","","","","","","","","","","","","","","","","","","","",""
"750","","","","","","","","","","","","","","","","CA14","","","","","","","","","","","","","","","","","","","","","","",""
"751","","","","","","","","","","","","","","","","LINC00698","","","","","","","","","","","","","","","","","","","","","","",""
"752","","","","","","","","","","","","","","","","PTPRZ1","","","","","","","","","","","","","","","","","","","","","","",""
"753","","","","","","","","","","","","","","","","DCT","","","","","","","","","","","","","","","","","","","","","","",""
"754","","","","","","","","","","","","","","","","MID2","","","","","","","","","","","","","","","","","","","","","","",""
"755","","","","","","","","","","","","","","","","PMEL","","","","","","","","","","","","","","","","","","","","","","",""
"756","","","","","","","","","","","","","","","","SORCS1","","","","","","","","","","","","","","","","","","","","","","",""
"757","","","","","","","","","","","","","","","","ABCB5","","","","","","","","","","","","","","","","","","","","","","",""
"758","","","","","","","","","","","","","","","","PRDM7","","","","","","","","","","","","","","","","","","","","","","",""
"759","","","","","","","","","","","","","","","","GPM6B","","","","","","","","","","","","","","","","","","","","","","",""
"760","","","","","","","","","","","","","","","","LCP2","","","","","","","","","","","","","","","","","","","","","","",""
"761","","","","","","","","","","","","","","","","ENTHD1","","","","","","","","","","","","","","","","","","","","","","",""
"762","","","","","","","","","","","","","","","","MLANA","","","","","","","","","","","","","","","","","","","","","","",""
"763","","","","","","","","","","","","","","","","TYR","","","","","","","","","","","","","","","","","","","","","","",""
"764","","","","","","","","","","","","","","","","NKAIN4","","","","","","","","","","","","","","","","","","","","","","",""
"765","","","","","","","","","","","","","","","","IRF4","","","","","","","","","","","","","","","","","","","","","","",""
"766","","","","","","","","","","","","","","","","SGCD","","","","","","","","","","","","","","","","","","","","","","",""
"767","","","","","","","","","","","","","","","","SLC24A5","","","","","","","","","","","","","","","","","","","","","","",""
"768","","","","","","","","","","","","","","","","TRIM63","","","","","","","","","","","","","","","","","","","","","","",""
"769","","","","","","","","","","","","","","","","BIRC7","","","","","","","","","","","","","","","","","","","","","","",""
"770","","","","","","","","","","","","","","","","TRPM1","","","","","","","","","","","","","","","","","","","","","","",""
